Kiss the poor fool already.	1	[Kiss the poor fool already.]	re_si_crew_event_immodest_proposal.stringtable
Remove the bomb.	1	[Remove the bomb.]	16_cv_brazier.stringtable
Hide from the cultists.	1	[Hide from the cultists.]	26_si_sanguine_harvest_ritual.stringtable
Brandish your fists.	1	[Brandish your fists.] "Take a gander and find out."	10_cv_dragon_magma.stringtable
Take the opportunity to study each of the opponents.	1	[Take the opportunity to study each of the opponents.]	03_si_the_duel.stringtable
Hold up the dried koīki.	1	[Hold up the dried koīki.] "Looking for this?"	00_cv_rongi.stringtable
Climb the rope.	1	[Climb the rope.]	11_si_gate_tower_climb.stringtable
Descend to the bottom floor of the ruins.	1	[Descend to the bottom floor of the ruins.]	02_cv_shortcut_descent.stringtable
Swim some shark meat in his direction.	1	[Swim some shark meat in his direction.]	companion_maia_relationship_player.stringtable
Roll the rigged dice around in your hand.	1	[Roll the rigged dice around in your hand.] "Looking for these?"	13_cv_pirate_cheater.stringtable
Dump the body in the fire.	1	[Dump the body in the fire.]	07_cv_magran_high_priest.stringtable
Pay	1	[Pay] "I'd like to stay a bit longer."	05_cv_bathhouse_guard.stringtable
Tap the imp's shoulder.	1	[Tap the imp's shoulder.]	05_cv_imp_butler.stringtable
Disarm the trap.	1	[Disarm the trap.]	re_si_wilder_trap.stringtable
Whistle 'innocently' at Maia to indicate your intent.	1	[Whistle 'innocently' at Maia to indicate your intent.]	10_cv_dragon_magma.stringtable
Leave him alone.	1	[Leave him alone.]	20_cv_copperhead.stringtable
Approach the aumaua near the water.	1	[Approach the aumaua near the water.]	re_si_port_maje_swimming.stringtable
Lunge for his throat.	1	[Lunge for his throat.]	13_cv_benweth.stringtable
Examine it closely.	1	[Examine it closely.]	20_cv_crypt_fampyr_door.stringtable
Explore the Narrows.	1	[Explore the Narrows.]	06_si_bm_alleys.stringtable
Raise the door.	1	[Raise the door.]	02_cv_door_puzzle.stringtable
Search for the buried chest.	1	[Search for the buried chest.]	re_si_2607_pirates_booty.stringtable
Watch from a distance.	1	[Watch from a distance.]	06_si_undercroft_introduction.stringtable
Aim the bombard at the cluster of nāga.	1	[Aim the bombard at the cluster of nāga.]	11_si_cannon.stringtable
Squeeze through the opening and go down.	1	[Squeeze through the opening and go down.]	03_si_vtc_hq_infiltration.stringtable
Point	1	[Point] "Your desk... the eye..."	03_cv_ezzali.stringtable
Examine the cards to choose your legacy.	1	[Examine the cards to choose your legacy.]	21_si_pallid_knight.stringtable
Blast the creature with magic.	1	[Blast the creature with magic.]	re_si_sea_creature_whale.stringtable
Wait politely.	1	[Wait politely.]	03_cv_vtc_exile_trial.stringtable
Press on.	1	[Press on.]	26_si_witch_guardians.stringtable
Travel through the passage.	1	[Travel through the passage.]	05_si_dragon_door.stringtable
Show her the ledger.	1	[Show her the ledger.] "I don't think your family can afford the distraction right now." 	03_cv_ezzali.stringtable
Ease her pain with a spell.	1	[Ease her pain with a spell.]	09_cv_irrena_port_maje.stringtable
Leave the noble be.	1	[Leave the noble be.]	re_si_city_wealthy_noble.stringtable
Reach out your hand.	1	[Reach out your hand.]	04_cv_muhai.stringtable
Tap your foot impatiently.	1	[Tap your foot impatiently.]	07_cv_berath_high_priest.stringtable
Go to the Gullet.	1	[Go to the Gullet.]	06_si_bm_alleys.stringtable
Investigate the bodies.	1	[Investigate the bodies.]	re_si_supply_wagon_trap.stringtable
Allow him to sail away with the Huana Chart.	1	[Allow him to sail away with the Huana Chart.]	22_si_rdc_encounter.stringtable
Keep holding your hand over the flame.	1	[Keep holding your hand over the flame.]	09_cv_dawnstars_priestess.stringtable
Take the burial goods.	1	[Take the burial goods.]	26_si_desert_ruin_burial.stringtable
Raise your hands, back away slowly.	1	[Raise your hands, back away slowly.]	22_cv_wahaki_leader.stringtable
Go north.	1	[Go north.]	28_si_drowned_barrows_transition.stringtable
Attempt to trip him.	1	[Attempt to trip him.]	05_cv_bertenno.stringtable
Jump down into the eye.	1	[Jump down into the eye.]	28_si_drowned_barrows_transition.stringtable
Sit back and let Xoti rant.	1	[Sit back and let Xoti rant.]	companion_cv_xoti_relationship_pallegina.stringtable
Hoist up a Príncipi flag and dock at Deadlight's port.	1	[Hoist up a Príncipi flag and dock at Deadlight's port.]	13_si_deadight_approach.stringtable
Intimidate the child.	1	[Intimidate the child.]	06_si_bm_alleys.stringtable
Grab him by his collar.	1	[Grab him by his collar.]	05_cv_iolfr.stringtable
Try to calm its rage.	1	[Try to calm its rage.]	re_si_sea_creature_whale.stringtable
ShipDuel_PlayerFullSailDist	1	<link="glossary://GlossaryEntry_Action_Full_Sail"><sprite="Inline" name="action_full_sail" tint=1></link> "Full speed ah…	re_si_ship_combat.stringtable
Blink innocently.	1	[Blink innocently.] "Wow, really? How thrilling!"	15_cv_fleet_master_okaya.stringtable
Dig deeper into her final memory.	1	[Dig deeper into her final memory.]	10_cv_rathun_soul_priestess.stringtable
Push the slab out of the path.	1	[Push the slab out of the path.]	re_si_city_collapsed_tunnel.stringtable
Remove weapons and armor	1	[Remove weapons and armor] "Of course."	05_cv_bathhouse_guard.stringtable
Surrender.	1	<link="glossary://GlossaryEntry_Action_Surrender"><sprite="Inline" name="ic_ship_surrender" tint=1> [Surrender.]	re_si_ship_combat.stringtable
Look for the constellation of the Leviathan.	1	[Look for the constellation of the Leviathan.]	19_cv_telescope.stringtable
Let Rust escape.	1	[Let Rust escape.]	06_si_bm_alleys.stringtable
Leave the memory.	1	[Leave the memory.]	02_cv_anaharu.stringtable
Approach the cave.	1	[Approach the cave.]	26_si_transition_to_fampyr_cave.stringtable
Eld Aedyran	1	[Eld Aedyran] <link="neutralvalue://Eld Aedyran: Do you speak Eld Aedyran?">"Scaketh fe Eld Aedyran?"</link>	companion_rekke_intro.stringtable
Complete legacy.	1	[Complete legacy.]	si_legacy_history.stringtable
Draw your weapons and prepare for battle.	1	[Draw your weapons and prepare for battle.]	re_si_stampede.stringtable
Turn back and retreat the way you came.	1	[Turn back and retreat the way you came.]	26_si_undead_crypt_swamp.stringtable
Disperse them with a summoned storm.	1	[Disperse them with a summoned storm.]	re_si_stampede.stringtable
Cough.	1	[Cough.]	06_cv_pitli_roparu_f_01.stringtable
Flash her a lewd gesture as you continue walking.	1	[Flash her a lewd gesture as you continue walking.]	14_cv_aeldys_spy.stringtable
Follow the footprints.	1	[Follow the footprints.]	re_si_2607_pirates_booty.stringtable
Heave the door open.	1	[Heave the door open.]	26_si_desert_ruin_sand_trap_escape.stringtable
Examine the fruit.	1	[Examine the fruit.]	16_cv_bowl.stringtable
Step closer to the bars.	1	[Step closer to the bars.]	14_cv_wahaki_slave_leader.stringtable
Approach the beach.	1	[Approach the beach.]	bounty_si_imp.stringtable
Cross your arms over your chest and glare menacingly.	1	[Cross your arms over your chest and glare menacingly.]	06_cv_survivor_solo.stringtable
Bid 1100 cp.	1	[Bid 1100 cp.]	14_cv_slave_auction.stringtable
Perform a blessing.	1	[Perform a blessing.] "Brethren, you have witnessed the coming of our lord. Let us pray together to give thanks for this…	re_si_supply_wagon_trap.stringtable
Enhance Bluff and Streetwise	1	[Enhance Bluff and Streetwise] "Here you are."	17_cv_backer_npc_coel.stringtable
Exit to the deck.	1	[Exit to the deck.]	re_si_crew_event_wilders.stringtable
Freeze the encroaching water.	1	[Freeze the encroaching water.]	re_si_storms.stringtable
Signal the slavers to intercept the oncoming vessel.	1	[Signal the slavers to intercept the oncoming vessel.]	12_si_fleet_battle.stringtable
Your bear cub.	1	[Your bear cub.]	re_si_crew_event_cannibalism.stringtable
Twist the handle.	1	[Twist the handle.]	26_si_desert_ruin_burial.stringtable
Show her the weight of your coin purse.	1	[Show her the weight of your coin purse.] "I'm both able and willing to pay the price."	14_cv_slave_auction.stringtable
Leave the tree and continue your journey.	1	[Leave the tree and continue your journey.]	re_si_2609_victims.stringtable
Leap over the counter.	1	[Leap over the counter.]	06_si_bm_alleys.stringtable
Squeeze her hand.	1	[Squeeze her hand.] "Thank you."	re_si_spore_lures.stringtable
Continue past the nāga.	1	[Continue past the nāga.]	re_si_flame_naga_camp.stringtable
Reconsider your options.	1	[Reconsider your options.]	14_si_iron_bars.stringtable
Keep pulling.	1	[Keep pulling.]	27_si_pyramid_weakened_wall.stringtable
Insert the copper muzūma shell key.	1	[Insert the copper muzūma shell key.]	02_cv_door_puzzle.stringtable
Ceremoniously toss 1000 cp overboard.	1	[Ceremoniously toss 1000 cp overboard.] "I think we can spare something for the Lady of Lament."	re_si_crew_event_omen_cloud.stringtable
Lower a rope.	1	[Lower a rope.]	13_si_wall_climb.stringtable
Wade into the cave.	1	[Wade into the cave.]	14_si_underwater_cavern.stringtable
Return to the top.	1	[Return to the top.]	06_si_os1_cliff_steps.stringtable
Watch her sleep.	1	[Watch her sleep.]	companion_cv_xoti_arc.stringtable
Examine the stone wall.	1	[Examine the stone wall.]	05_si_weak_wall.stringtable
Give her some food.	1	[Give her some food.]	06_cv_roparu_beggar.stringtable
Study the engravings, look for a pattern.	1	[Study the engravings, look for a pattern.]	22_si_map.stringtable
Transform someone into a small creature.	1	[Transform someone into a small creature.]	14_si_iron_bars.stringtable
Punch the door.	1	[Punch the door.]	05_si_dragon_door.stringtable
Request the Ruquapa engage the oncoming vessel.	1	[Request the Ruquapa engage the oncoming vessel.]	12_si_fleet_battle.stringtable
Pray	1	[Pray] "Berath, I call to you for aid in this hour of need."	09_cv_beach_landing.stringtable
Take stock of your audience.	1	[Take stock of your audience.]	04_cv_critpath_faction_argument.stringtable
Peer at the treeline.	1	[Peer at the treeline.]	22_si_wahaki_encounter.stringtable
Stoke their anger.	1	[Stoke their anger.]	re_si_wilder_trap.stringtable
Use a spell to melt the bars.	1	[Use a spell to melt the bars.]	03_si_vtc_hq_infiltration.stringtable
Cross your arms and scowl.	1	[Cross your arms and scowl.]	27_cv_court_of_woedica_player_interrupts.stringtable
Wipe the construct's memory.	1	[Wipe the construct's memory.]	16_cv_construct.stringtable
Charge towards the lagufaeth.	1	[Charge towards the lagufaeth.]	26_si_lagufaeth_warchief.stringtable
Have someone pull the vines away from the chest.	1	[Have someone pull the vines away from the chest.]	01_si_chest.stringtable
Use your grappling hook.	1	[Use your grappling hook.]	09_si_ship_prow_climb.stringtable
Give her the medicine.	1	[Give her the medicine.]	06_cv_pitli.stringtable
Continue forward.	1	[Continue forward.]	12_cv_point_of_no_return.stringtable
Yell	1	[Yell] "Look out!"	03_si_the_duel.stringtable
Look for structural weaknesses.	1	[Look for structural weaknesses.]	03_si_vtc_hq_infiltration.stringtable
Start a beat you can share, humming under your breath.	1	[Start a beat you can share, humming under your breath.]	00_cv_drummer.stringtable
Take the crates and sail away.	1	[Take the crates and sail away.]	08_si_rdc_faction_quest_02_post_smugglers.stringtable
Break them up with a blast of magic.	1	[Break them up with a blast of magic.] 	re_si_crew_event_infighting.stringtable
Present the forged Writ.	1	[Present the forged Writ.] "I think you'll find my papers are in order."	00_cv_ruanu.stringtable
Whip them.	1	[Whip them.]	re_si_crew_event_infighting.stringtable
Look for the constellation of the Kingfisher.	1	[Look for the constellation of the Kingfisher.]	19_cv_telescope.stringtable
Attempt to defuse the situation with words...	1	[Attempt to defuse the situation with words...]	re_si_mutiny.stringtable
Study him carefully.	1	[Study him carefully.]	09_cv_stranger.stringtable
Give her a gesture of blessing.	1	[Give her a gesture of blessing.]	companion_cv_xoti_intro_pm.stringtable
Give her both explosives.	1	[Give her both explosives.] "The Huana <i>and</i> the Vailians plan to destroy the powderhouse."	08_cv_hazanui_karu.stringtable
Send someone in to bend the bars.	1	[Send someone in to bend the bars.]	03_si_vtc_hq_infiltration.stringtable
End him.	1	[End him.]	07_cv_mercenary_attack.stringtable
Grab an extra portion.	1	[Grab an extra portion.]	07_cv_dawnstar_food_line.stringtable
Rig a quick fix for the helmet.	1	[Rig a quick fix for the helmet.]	15_si_transition_exit_pylons_destroyed.stringtable
Give Pūrākau's head.	1	[Give Pūrākau's head.] "Here's your thirsty drake."	03_cv_abocco.stringtable
Psychically reduce their nausea.	1	[Psychically reduce their nausea.]	re_si_storms.stringtable
Retrace your steps.	1	[Retrace your steps.]	07_si_sepulchers_tunnels.stringtable
Mercy kill by administration of poison.	1	[Mercy kill by administration of poison.] "Drink this and rest easy."	10_cv_rathun_wounded.stringtable
Approach the group.	1	[Approach the group.]	re_si_city_wealthy_noble.stringtable
Cross your arms across your chest.	1	[Cross your arms across your chest.] "Calm seas, trencher."	08_cv_greeter_guard.stringtable
Look around.	1	[Look around.] "Where?"	09_cv_governor_clario.stringtable
Wait quietly.	1	[Wait quietly.]	08_cv_hazanui_karu.stringtable
Steal back five times what you lost.	1	[Steal back five times what you lost.]	03_bs_urchins.stringtable
i'm going to tell him to end all life on eora	1	[i'm going to tell him to end all life on eora]	re_si_mid_ukaizo_gods.stringtable
Force his windpipe open.	1	[Force his windpipe open.]	companion_eder_quest_ship.stringtable
Pull the Lever.	1	[Pull the Lever.]	14_si_iron_bars.stringtable
Show him the cursed idol.	1	[Show him the cursed idol.] "I think Nairi had something to do with their deaths."	00_cv_vektor.stringtable
Pretend to return the coins.	1	[Pretend to return the coins.] "Sorry."	09_cv_ikawha.stringtable
Examine the skull.	1	[Examine the skull.]	26_si_desert_ruin_sand_trap.stringtable
Background: Nihilist	1	[Background: Nihilist] "Kith and wilder have always fought. There's no meaning in any of it."	11_cv_sugaan.stringtable
Cross your arms over your chest and watch.	1	[Cross your arms over your chest and watch.]	07_cv_berath_high_priest.stringtable
Place the blighted koīki fruit at the top of the pile.	1	[Place the blighted koīki fruit at the top of the pile.]	16_cv_bowl.stringtable
Give Rokowa's Fingers.	1	[Give Rokowa's Fingers.] "I took these from Bertenno. I take it they're yours?"	05_cv_fessina.stringtable
Look for the constellation of the Huntress.	1	[Look for the constellation of the Huntress.]	19_cv_telescope.stringtable
Sneak towards the malignant presence.	1	[Sneak towards the malignant presence.]	re_si_wilder_trap.stringtable
Bend their hearts or minds with an ability.	1	[Bend their hearts or minds with an ability.]	re_si_mutiny.stringtable
Present the Cornett of Waves.	1	[Present the Cornett of Waves.] "I have what you're looking for."	06_cv_gwenfin.stringtable
Touch his shoulder while he's distracted.	1	[Touch his shoulder while he's distracted.]	03_cv_rtc_soldiers.stringtable
Stare pointedly.	1	[Stare pointedly.]	companion_cv_xoti_main.stringtable
Send someone up to scout for a safe route.	1	[Send someone up to scout for a safe route.]	16_si_cliff.stringtable
Laugh loudly.	1	[Laugh loudly.]	companion_cv_xoti_main.stringtable
Walk onto the bridge.	1	[Walk onto the bridge.]	re_si_port_maje_swimming.stringtable
Sneak up on the camp.	1	[Sneak up on the camp.]	re_si_campsite_explorers.stringtable
Offer Aged Shark Meat.	1	[Offer Aged Shark Meat.] "Do you like shark? I've got some finely aged shark meat."	re_si_eoten.stringtable
Gesture in the direction of the skuldr.	1	[Gesture in the direction of the skuldr.] "Just back that way. If you hurry, you should catch her."	re_si_city_skuldr.stringtable
Lift the hammer from the altar.	1	[Lift the hammer from the altar.]	26_si_desert_ruin_sand_trap.stringtable
Examine the controls more closely.	1	[Examine the controls more closely.]	19_cv_orrery_controls.stringtable
Row to Queen's Berth.	1	[Row to Queen's Berth.]	06_si_undercroft_skiff.stringtable
Cast Withdraw on Giacolo.	1	[Attack] [Cast Withdraw on Giacolo.]	17_cv_captain_tatzatl.stringtable
Search the wagon.	1	[Search the wagon.]	re_si_supply_wagon_trap.stringtable
Make additional preparations.	1	[Make additional preparations.]	12_cv_ship_wheel.stringtable
Take the lift up.	1	[Take the lift up.]	16_si_lift.stringtable
Yawn obnoxiously.	1	[Yawn obnoxiously.]	17_cv_pallegina_taztatl_aftermath.stringtable
Examine the door.	1	[Examine the door.]	09_cv_benessa.stringtable
Give Beina's head.	1	[Give Beina's head.] "Looks like her luck ran out." 	04_cv_nungata.stringtable
Consider something else.	1	[Consider something else.]	re_si_mutiny.stringtable
Shake his hand.	1	[Shake his hand.] "I hope you find what you're looking for."	companion_aloth_intro.stringtable
Investigate the ruckus.	1	[Investigate the ruckus.]	re_si_crew_event_infighting.stringtable
Inspect the wardstone.	1	[Inspect the wardstone.]	05_cv_dragon_dais.stringtable
Knock on the surface of the water.	1	[Knock on the surface of the water.]	05_si_circle_of_archmagi.stringtable
Pull yourself up.	1	[Pull yourself up.]	re_si_eoten.stringtable
Give Tāhae's head.	1	[Give Tāhae's head.] "I hope he enjoyed his last meal."	03_cv_abocco.stringtable
Cast a spell to slow the monsters.	1	[Cast a spell to slow the monsters.]	re_si_city_skuldr.stringtable
Inform the guards.	1	[Inform the guards.]	re_si_city_bad_deal.stringtable
Drink your ale in silence.	1	[Drink your ale in silence.]	companion_maia_relationship_player.stringtable
Touch the vines, reach down to the life at their core.	1	[Touch the vines, reach down to the life at their core.]	22_cv_vtc_survivor.stringtable
Force your way to the front of the line.	1	[Force your way to the front of the line.]	re_si_city_ooze.stringtable
Inspect the merchant stall.	1	[Inspect the merchant stall.]	06_si_bm_alleys.stringtable
Manipulate the controls.	1	[Manipulate the controls.]	19_cv_orrery_controls.stringtable
Hold up the Rod of the Deep Hunter.	1	[Hold up the Rod of the Deep Hunter.] "This what you're looking for?"	05_cv_umaris.stringtable
Secure a rope and grappling hook to the tree.	1	[Secure a rope and grappling hook to the tree.]	07_si_sepulchers_tunnels.stringtable
Continue to say nothing.	1	[Continue to say nothing.]	companion_cv_xoti_relationship_pallegina.stringtable
Slide the golden wheels onto the control panel.	1	[Slide the golden wheels onto the control panel.]	22_si_map.stringtable
Squint and nod confidently.	1	[Squint and nod confidently.]	17_cv_captain_tatzatl.stringtable
Show her the shards of the Whispers of Yenwood.	1	[Show her the shards of the Whispers of Yenwood.] "Can you do anything with these?"	05_cv_marihi.stringtable
Watch them.	1	[Watch them.]	companion_serafen_relationship_xoti.stringtable
Blast the hatch open and enter.	1	[Blast the hatch open and enter.]	re_si_plague_ship_dead_tiny.stringtable
Pay 800cp	1	[Pay 800cp] "How about some copper for your troubles, I only wanted a look around?"	03_cv_mill_guard_frontdoor.stringtable
Give Steel Preacher's head.	1	[Give Steel Preacher's head.] "I'll be glad when this isn't weighing down my pack."	04_cv_nungata.stringtable
Flee the house.	1	[Flee the house.]	re_si_city_burning_building.stringtable
Assault Fort Deadlight.	1	[Assault Fort Deadlight.]	13_si_deadight_approach.stringtable
Create "Potion of Creative Necessity."	1	[Create "Potion of Creative Necessity."]	26_si_witch_cauldron.stringtable
Inspect the grate.	1	[Inspect the grate.]	03_si_vtc_hq_infiltration.stringtable
Glance in her direction.	1	[Glance in her direction.]	14_cv_aeldys_spy.stringtable
Leave the oasis.	1	[Leave the oasis.]	27_si_pyramid_ascent.stringtable
Pat the dog.	1	[Pat the dog.]	09_bs_readceran_hound.stringtable
Leave the girl to her fate.	1	[Leave the girl to her fate.]	re_si_city_skuldr.stringtable
Distract the dragon with some backflips and juggling.	1	[Distract the dragon with some backflips and juggling.]	10_cv_dragon_magma.stringtable
Attempt to break down the wall.	1	[Attempt to break down the wall.]	27_si_pyramid_weakened_wall.stringtable
Pretend to drop the tablet.	1	[Pretend to drop the tablet.] "I got you the Harapo - whoops!" 	05_cv_netehe.stringtable
Enter Combat	1	[Enter Combat] "Advance!"	re_si_ship_combat.stringtable
Call on the Rathun to board the oncoming vessel.	1	[Call on the Rathun to board the oncoming vessel.]	12_si_fleet_battle.stringtable
Approach the circle.	1	[Approach the circle.]	re_si_crew_event_infighting.stringtable
Turn the bombard toward the rubble obstruction to the west.	1	[Turn the bombard toward the rubble obstruction to the west.]	11_si_cannon.stringtable
Disperse the fog with a spell.	1	[Disperse the fog with a spell.]	26_si_elewys_spirits.stringtable
Put back 10cp	1	[Put back 10cp] "Sorry."	09_cv_ikawha.stringtable
Swim for the surface.	1	[Swim for the surface.]	14_si_underwater_cavern.stringtable
Step through the mouth.	1	[Step through the mouth.]	28_si_drowned_barrows_transition.stringtable
Hold her hand.	1	[Hold her hand.]	05_cv_rod_font.stringtable
Try to save yourself.	1	[Try to save yourself.]	17_cv_aeldys_betrayal.stringtable
Hand them cannon sponges.	1	[Hand them cannon sponges.] "Go ahead. Fight it out."	re_si_crew_event_infighting.stringtable
Toss a grappling hook to the top of the wall.	1	[Toss a grappling hook to the top of the wall.]	11_si_gate_tower_climb.stringtable
Give Ikorno's head.	1	[Give Ikorno's head.] "I brought justice to the wizard."	07_cv_okauro.stringtable
Grab the mace.	1	[Grab the mace.]	26_cv_soulbound_mace.stringtable
Stay within the wave's trough.	1	[Stay within the wave's trough.]	re_si_storms.stringtable
Watch quietly for now.	1	[Watch quietly for now.]	03_si_the_duel.stringtable
Search the skeletons.	1	[Search the skeletons.]	re_si_sand_graveyard.stringtable
Execute a perfect flourish as you bow.	1	[Execute a perfect flourish as you bow.]	03_cv_vtc_exile_trial.stringtable
Nod to them.	1	[Nod to them.]	re_si_campsite_xaurips.stringtable
Let them finish.	1	[Let them finish.]	companion_cv_xoti_intro.stringtable
Continue through the bog.	1	[Continue through the bog.]	26_si_witch_guardians.stringtable
Return items.	1	[Return items.] "It's not my place to interfere in your plans."	05_cv_degnos.stringtable
Smile menacingly.	1	[Smile menacingly.] "I have questions, and you have answers. Are we clear?"	05_cv_bathhouse_quarno.stringtable
Cast a blessing on one of the duelists.	1	[Cast a blessing on one of the duelists.] 	03_si_the_duel.stringtable
Place the clear crystal into the hole.	1	[Place the clear crystal into the hole.]	05_cv_vault_lock.stringtable
Surprise the fampyrs with holy light.	1	[Surprise the fampyrs with holy light.]	26_si_sanguine_harvest_ritual.stringtable
Sic the slavers on the nearest galleon.	1	[Sic the slavers on the nearest galleon.]	12_si_fleet_battle.stringtable
Turn the bombard toward the cluster of nāga.	1	[Turn the bombard toward the cluster of nāga.]	11_si_cannon.stringtable
Inspire the grubs to do a wiggly dance.	1	[Inspire the grubs to do a wiggly dance.]	re_si_campsite_xaurips.stringtable
Punch Talfor.	1	[Punch Talfor.]	re_si_talfor_pirates.stringtable
Reject her offer.	1	[Reject her offer.] "We have enough mouths to feed as it is."	22_cv_vtc_survivor.stringtable
Attempt to steal the dwarf's dagger.	1	[Attempt to steal the dwarf's dagger.]	re_si_campsite_explorers.stringtable
Shake your head for her to refrain.	1	[Shake your head for her to refrain.] "Never mind."	10_cv_dragon_magma.stringtable
Scribble out the section that impacts ownership.	1	[Scribble out the section that impacts ownership.] 	03_si_vtc_hq_infiltration.stringtable
Give Vessali's head.	1	[Give Vessali's head.] "She won't be slithering out of this one."	04_cv_nungata.stringtable
Pursue the arsonists out the back.	1	[Pursue the arsonists out the back.]	re_si_city_burning_building.stringtable
Speak to the wilder.	1	[Speak to the wilder.]	re_si_eoten.stringtable
Manipulate the xaurip's mind.	1	[Manipulate the xaurip's mind.]	re_si_shrine_thieves.stringtable
Fire your cannons on the fort.	1	[Fire your cannons on the fort.]	13_si_deadight_approach.stringtable
Refuse the sword.	1	[Refuse the sword.] "So be it."	07_cv_berath_deathguard_boss.stringtable
Don your diving suit and swim down.	1	[Don your diving suit and swim down.]	15_si_transition_enter.stringtable
Read the inscription.	1	[Read the inscription.]	05_si_dragon_door.stringtable
Bend the bars.	1	[Bend the bars.]	03_si_vtc_hq_infiltration.stringtable
Stare at Edér.	1	[Stare at Edér.]	companion_eder_quest_1.stringtable
Slip him up with magic.	1	[Slip him up with magic.]	re_si_plague_ship_alive.stringtable
Ascend the pyramid.	1	[Ascend the pyramid.]	27_si_pyramid_ascent.stringtable
Send Ishiza to scout.	1	[Send Ishiza to scout.]	re_si_campsite_xaurips.stringtable
Offer seal.	1	[Offer seal.] "Does this belong to you?"	03_cv_avetta.stringtable
The sky wurm.	1	[The sky wurm.]	re_si_crew_event_cannibalism.stringtable
Rauataian	1	[Rauataian] <link="neutralvalue://Rauataian: Do you speak Rauataian?">"A kana Rauataian ō ikoru ne?"</link>	companion_rekke_intro.stringtable
Read the note.	1	[Read the note.]	06_si_bm_alleys.stringtable
Examine the mace.	1	[Examine the mace.]	26_cv_soulbound_mace.stringtable
Sing to her.	1	[Sing to her.]	01_cv_lagufaeth_broodmother.stringtable
Slot 2	1	As you struggle through the narrowing tunnel, the dirt takes on a more mud-like consistency, helpfully greasing the pass…	03_si_xaurip_tunnel.stringtable
Ask a companion's aid.	1	[Ask a companion's aid.]	re_si_storms.stringtable
Pry the chest apart.	1	[Pry the chest apart.]	re_si_2607_pirates_booty.stringtable
Administer taru taru combined with ripple sponge.	1	[Administer taru taru combined with ripple sponge.]	companion_eder_quest_ship.stringtable
The baby boar.	1	[The baby boar.]	re_si_crew_event_cannibalism.stringtable
Signal the Wahaki to intercept the oncoming vessel.	1	[Signal the Wahaki to intercept the oncoming vessel.]	12_si_fleet_battle.stringtable
Threaten	1	[Threaten] "Hand over whatever valuables you've got or you'll be meeting Eothas sooner than you'd thought."	re_si_supply_wagon_trap.stringtable
Sneak up behind the lagufaeth.	1	[Sneak up behind the lagufaeth.]	26_si_lagufaeth_warchief.stringtable
Submerge and approach Fort Deadlight underwater.	1	[Submerge and approach Fort Deadlight underwater.]	13_si_deadight_approach.stringtable
Send someone down the rope.	1	[Send someone down the rope.]	00_cv_poko_kohara_well.stringtable
Flirt	1	[Flirt] "So Serafen..."	companion_serafen_main.stringtable
Unleash the Wahaki on the galleons.	1	[Unleash the Wahaki on the galleons.]	12_si_fleet_battle.stringtable
Player Subrace	1	At first, you worried this [Player Subrace] before you had been sent by the Vailian debt collectors.   It would be a low…	04_cv_takano.stringtable
OrlansHeadGame_PlayerLastScore	1	You let the dagger fly and, with a heavy thump, lodge it into the orlan's [OrlansHeadGame_PlayerLastResult].  "A hit, ca…	re_si_crew_event_orlans_head.stringtable
Destroy the orb.	1	[Destroy the orb.]	20_cv_wizard_orb.stringtable
Read his soul.	1	[Read his soul.]	06_cv_botaro_soul.stringtable
Gesture for him to hurry.	1	[Gesture for him to hurry.]	05_cv_thief_soul.stringtable
Grunt noncommittally.	1	[Grunt noncommittally.]	10_cv_rathun_warlord.stringtable
Succumb to the temptation.	1	[Succumb to the temptation.]	22_si_menpwgra_tree_boss.stringtable
Show her the Spine of Thicket Green.	1	[Show her the Spine of Thicket Green.] "This staff may help with the corruption of your grove." 	22_cv_menpwgra_boss.stringtable
Destroy the totem.	1	[Destroy the totem.]	re_si_wilder_trap.stringtable
Attempt to cheat.	1	[Attempt to cheat.]	re_si_crew_event_orlans_head.stringtable
Push against the door.	1	[Push against the door.]	05_si_dragon_door.stringtable
Nod and return to your seat.	1	[Nod and return to your seat.]	re_si_campsite_explorers.stringtable
Continue looking into his eyes.	1	[Continue looking into his eyes.]	companion_tekehu_relationship_player.stringtable
Click your tongue like Maia.	1	[Click your tongue like Maia.]	companion_maia_intro.stringtable
Project yourself into the pillar.	1	[Project yourself into the pillar.]	02_cv_poko_kohara_machinery.stringtable
Use a prybar to open the door.	1	[Use a prybar to open the door.]	11_si_swim.stringtable
Return satchel	1	[Return satchel] "Indeed."	05_cv_degnos.stringtable
Continue up the cavern.	1	[Continue up the cavern.]	07_si_sepulchers_tunnels.stringtable
Chase after the lagufaeth.	1	[Chase after the lagufaeth.]	26_si_lagufaeth_traps.stringtable
Show her the Engoliero.	1	[Show her the Engoliero.] "Like my sword?"	13_cv_aeldys.stringtable
Grab her by the arm.	1	[Grab her by the arm.]	03_bs_urchins.stringtable
Enter the eye.	1	[Enter the eye.]	28_si_drowned_barrows_transition.stringtable
Give Nomu's head.	1	[Give Nomu's head.] "Here, catch!"	03_cv_abocco.stringtable
Cast a healing balm on Radora's head.	1	[Cast a healing balm on Radora's head.]	03_cv_radoro.stringtable
Examine the body.	1	[Examine the body.]	02_cv_beza.stringtable
Attempt to open the door.	1	[Attempt to open the door.]	26_si_desert_ruin_sand_trap_escape.stringtable
Chuckle.	1	[Chuckle.]	09_cv_governor_clario.stringtable
